chunk_file,example_id,errors
chunk_0001.csv,mt_dial_egy_06d07dd5,annotation_status=pending
chunk_0001.csv,mt_dial_glf_08280f28,annotation_status=pending
chunk_0001.csv,mt_dial_lev_1fce02a4,annotation_status=pending
chunk_0001.csv,mt_msa_32a30946,annotation_status=pending
chunk_0001.csv,mt_dial_egy_b8da0432,annotation_status=pending
chunk_0001.csv,mt_dial_glf_97ac5896,annotation_status=pending
chunk_0001.csv,mt_dial_lev_f975cf38,annotation_status=pending
chunk_0001.csv,mt_msa_6d54c0b3,annotation_status=pending
chunk_0001.csv,mt_dial_egy_63549360,annotation_status=pending
chunk_0001.csv,mt_dial_glf_a2bcf136,annotation_status=pending
chunk_0001.csv,mt_dial_lev_f092afc9,annotation_status=pending
chunk_0001.csv,mt_msa_636a07c9,annotation_status=pending
chunk_0001.csv,mt_dial_egy_771d7a3b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_7dae36c9,annotation_status=pending
chunk_0001.csv,mt_dial_lev_3dcd243b,annotation_status=pending
chunk_0001.csv,mt_msa_820af13c,annotation_status=pending
chunk_0001.csv,mt_dial_egy_03d233d9,annotation_status=pending
chunk_0001.csv,mt_dial_glf_ce6f9a4a,annotation_status=pending
chunk_0001.csv,mt_dial_lev_820b6663,annotation_status=pending
chunk_0001.csv,mt_msa_35dde0f7,annotation_status=pending
chunk_0001.csv,mt_dial_egy_97cd9aa9,annotation_status=pending
chunk_0001.csv,mt_dial_glf_ad7004e2,annotation_status=pending
chunk_0001.csv,mt_dial_lev_c5ae3fa2,annotation_status=pending
chunk_0001.csv,mt_msa_609f533d,annotation_status=pending
chunk_0001.csv,mt_dial_egy_90df7a9c,annotation_status=pending
chunk_0001.csv,mt_dial_glf_0e1e5c94,annotation_status=pending
chunk_0001.csv,mt_dial_lev_8290ea32,annotation_status=pending
chunk_0001.csv,mt_msa_4b26fa99,annotation_status=pending
chunk_0001.csv,mt_dial_egy_16911c82,annotation_status=pending
chunk_0001.csv,mt_dial_glf_68a1990b,annotation_status=pending
chunk_0001.csv,mt_dial_lev_47d46dff,annotation_status=pending
chunk_0001.csv,mt_msa_c3e4e157,annotation_status=pending
chunk_0001.csv,mt_dial_egy_359f1617,annotation_status=pending
chunk_0001.csv,mt_dial_glf_f7ac8287,annotation_status=pending
chunk_0001.csv,mt_dial_lev_9b0e68b3,annotation_status=pending
chunk_0001.csv,mt_msa_0280fa81,annotation_status=pending
chunk_0001.csv,mt_dial_egy_dcac156a,annotation_status=pending
chunk_0001.csv,mt_dial_glf_b8dbd281,annotation_status=pending
chunk_0001.csv,mt_dial_lev_1ccb8a91,annotation_status=pending
chunk_0001.csv,mt_msa_6f77ea9b,annotation_status=pending
chunk_0001.csv,mt_dial_egy_8f2a7271,annotation_status=pending
chunk_0001.csv,mt_dial_glf_43aa84cc,annotation_status=pending
chunk_0001.csv,mt_dial_lev_edc6f5ec,annotation_status=pending
chunk_0001.csv,mt_msa_33e4f260,annotation_status=pending
chunk_0001.csv,mt_dial_egy_ca6fa2be,annotation_status=pending
chunk_0001.csv,mt_dial_glf_5a808ce1,annotation_status=pending
chunk_0001.csv,mt_dial_lev_52fc4f86,annotation_status=pending
chunk_0001.csv,mt_msa_ec802956,annotation_status=pending
chunk_0001.csv,mt_dial_egy_5d08d70b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_f7ca534d,annotation_status=pending
chunk_0001.csv,mt_dial_lev_38884f27,annotation_status=pending
chunk_0001.csv,mt_msa_464a4ee0,annotation_status=pending
chunk_0001.csv,mt_dial_egy_73f601c7,annotation_status=pending
chunk_0001.csv,mt_dial_glf_7ea5c211,annotation_status=pending
chunk_0001.csv,mt_dial_lev_361bb044,annotation_status=pending
chunk_0001.csv,mt_msa_0eb719ed,annotation_status=pending
chunk_0001.csv,mt_dial_egy_dba599ff,annotation_status=pending
chunk_0001.csv,mt_dial_glf_d5b36d80,annotation_status=pending
chunk_0001.csv,mt_dial_lev_13dbd91f,annotation_status=pending
chunk_0001.csv,mt_msa_83cc2014,annotation_status=pending
chunk_0001.csv,mt_dial_egy_2a821b8f,annotation_status=pending
chunk_0001.csv,mt_dial_glf_ae45f789,annotation_status=pending
chunk_0001.csv,mt_dial_lev_10db9782,annotation_status=pending
chunk_0001.csv,mt_msa_c5e32179,annotation_status=pending
chunk_0001.csv,mt_dial_egy_70f69e3b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_3b120ca4,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a696a1ac,annotation_status=pending
chunk_0001.csv,mt_msa_16d071e5,annotation_status=pending
chunk_0001.csv,mt_dial_egy_f5ac6df0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_28f206cd,annotation_status=pending
chunk_0001.csv,mt_dial_lev_52175d3a,annotation_status=pending
chunk_0001.csv,mt_msa_05a19f9a,annotation_status=pending
chunk_0001.csv,mt_dial_egy_d2181d89,annotation_status=pending
chunk_0001.csv,mt_dial_glf_e0252c5e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a587cab1,annotation_status=pending
chunk_0001.csv,mt_msa_c3c60934,annotation_status=pending
chunk_0001.csv,mt_dial_egy_a0288298,annotation_status=pending
chunk_0001.csv,mt_dial_glf_3a58971e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_5e03c1a1,annotation_status=pending
chunk_0001.csv,mt_msa_bb6277ec,annotation_status=pending
chunk_0001.csv,mt_dial_egy_1f8161ee,annotation_status=pending
chunk_0001.csv,mt_dial_glf_4a88cc79,annotation_status=pending
