chunk_id,file_name,row_count,dialect_counts_json,sha256,status
18,chunk_0018.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",a59917281b755da5d3a833922864fed66c648c2926305e69063f3f1f75107590,pending
19,chunk_0019.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",f6e45cda0831352e015c8aae77350e43d7e5c42a20f4d77b8ff496d0f6f608d4,pending
20,chunk_0020.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",b0c32630058d28eae8d16dfb19e30f8d6418181146ecbae1fa43ca16c7d894c3,pending
21,chunk_0021.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",ad9768f18e8d0e03333821f82d2e031df707f66de5cd2da817f7dc00b195d04c,pending
22,chunk_0022.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",49e9ff2f2b91e04d2ed05a23fdae342546079694f20eb3a51872ee8159783d14,pending
23,chunk_0023.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",2aa18e740eeaca6ba0fe610f2e55dc26b5fdc0bdbb99cd0faa7436eeb31dfd24,pending
24,chunk_0024.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",4e75fc3cb132347d456c01e862ec9a203701fb6fb67bc30983d65b810fdef99e,pending
25,chunk_0025.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",9401e54f6d29113ea3d2590b6f6e1508cbe5b30a04ff88bdc10bd591a9f2e3ca,pending
26,chunk_0026.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",5ea6df2fa9549bddab0af1a7058077587853fd82116daa972ad87ea37e26bc63,pending
27,chunk_0027.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",f13ff6aef4fbf4e4c5b6a2cdfc89fc4295ac46c6aa41bda001bdfc5b8e360b27,pending
28,chunk_0028.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",2ab7288cfb1d5a1a63e942344d7fa933918852257794fa364bd28012842de0a9,pending
29,chunk_0029.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",faaf8103197ee1e14a2267d047da7fa58d4a1e6303fb1f594b45e059c17fb186,pending
30,chunk_0030.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",142abd9e7c3a5bacf6b0544a4fda8dc29773b43477f52459d03af1b06a48ad40,pending
31,chunk_0031.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",c41ecb22b9bea3ef1183b43b72588b3c1d28f321c9ef0ec12dc938b4fd51e29a,pending
32,chunk_0032.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",5df348e80a9c0d64bb3b7abc51981207b50fe1f3972dcb649d01c1ac943bb9ce,pending
33,chunk_0033.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",c49e68ce08eaaf5b41e1b2c875b08f762d9d8a1ccc608215b077f0f79e297722,pending
34,chunk_0034.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",809300e9636cbbd02ada7f6ac135c7e98d19073b12d332663ce93de9bc5fb02b,pending
35,chunk_0035.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",53d038453165e4a8af1b365d531da0dbf88ce1ef92c7a23b35bcff4f3c21da60,pending
36,chunk_0036.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",f111e6a5dbd070d133f116a148f39166a09bd2a7ed2a35e50d388174fcbc057d,pending
37,chunk_0037.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",a2fbae2f696ef066cc89deb1e04870dd9c1d284a7b0761fcac02efa54dc3c62c,pending
38,chunk_0038.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",4a91d99e0a65389afccae3d02b26f290dd824fac6c6454afa6b8d8d41f0e788f,pending
39,chunk_0039.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",395bbc661679e8ed3427bf3ebffd4537933807d4d249a6f00949a5d14af46044,pending
40,chunk_0040.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",8e799e7ff691cda2a94a6ec0bed4e9f943c2b7e6e91172cc49f9f2380614644e,pending
41,chunk_0041.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",72b1c3653a188233a48cbee53be0d845e76694f4238450808facc67ef2b8c318,pending
42,chunk_0042.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",b0d0df86070f072866526617852e7e0c5ae062eec82e34cc805a489387fc788b,pending
43,chunk_0043.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",87a780be826e4fc7488e10061c33ee7610fdce2983507188d21f21336e6b4a1b,pending
44,chunk_0044.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",8843cafdcb38f3c1b324acd8eaa0bd1837407734eb27fbc9e5b2079e4e455b9a,pending
45,chunk_0045.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",d327bc203a576832ad83c55aa2296b2e67769916b8ae9f2e50dc27ccf316fe93,pending
46,chunk_0046.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",94a0ae39991c9f23c7901a6816ae1335bb0ab71e69f59199af8ef26671b60c85,pending
47,chunk_0047.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",81846890b240b165cada632e5afeb5163154e08e42b746b0b0f90a16e14f3e7b,pending
48,chunk_0048.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",279ea5eec05a322c858c8ed21bb51ed8d59929fc735cfd3fc16a15a6c7fb231b,pending
49,chunk_0049.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",f3f93f0c62d107ce797351e798f142bef509e76e362eebf1d956b88731dd79de,pending
50,chunk_0050.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",c7b2bf2917bd7ad40f82aa59f706617fe4dab4494a1c40d8b58dedd62f0e297c,pending
51,chunk_0051.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",17c3efdfbd4842e3fc043ab88f724717bace83f21c9218c97deabe421e2182c2,pending
52,chunk_0052.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",b6bce21ce901174c13db2f890a4a5dcc17931a54fcefd44bfb6a187634b97f58,pending
53,chunk_0053.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",3661f3e22553d138067b0eb9a23598ec7004c8155f01ee19b0e6251d82d402f4,pending
54,chunk_0054.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",20997672b11fbefeb19a1b08c9e530589273fe089e9d1eab8154e366490b0ef0,pending
55,chunk_0055.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",a3f0bfe83b5606899b25637346fcfcfc517f3d0ee1f455b127d7155045c6e208,pending
56,chunk_0056.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",8faac1540af1037dcb7b74eb4860170aae53fda196310363b12a4f4cd0176628,pending
57,chunk_0057.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",5ca581f6018fde63fa837e5f2a504bcc43dc84214e4a26a91dd3f896845187ea,pending
58,chunk_0058.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",c60c8e624fce78863d51872068564f33ced8e26bfff052765c21f8d57108f54f,pending
59,chunk_0059.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",355c016bde03953160aaa8e55dc76c75e5d254d16d91c76f70cf9ae956ac3d56,pending
60,chunk_0060.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",a45605eeccc23fdd51915bb13d5db6dda40e78cd7d7ffc8fffc7b9fc3130cec7,pending
61,chunk_0061.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",14278126c4edde12730edb1ed7fdc4d88ab4f1bf19fbd16375c166efa11f6411,pending
62,chunk_0062.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",e8af848d0d7a271afec724ec7099c8b6310c251dc74f82e97f2951e6fb6162ab,pending
63,chunk_0063.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",8ce876f03d586294b32ee7eb9b87d0b5790f9a81b5ad70f7f1c12c3876b3253a,pending
64,chunk_0064.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",4106fb2491cdabeac67db92bb88212c79c118afbfad7d51fd6b3cfaee53b6323,pending
65,chunk_0065.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",1a6035bc77b9c78bd5de17f10c44fe9e9cb951fd6eb8c14c989368d57a860e69,pending
66,chunk_0066.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",b0a50aeb2b3b4b53b97cf0ff93c71a9a17f3d473f1177d077b0338f9796b4013,pending
67,chunk_0067.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",6f34958287daf2e70e4701dbcdc8bbf5f0377e7975008195387b308f2a7f6b99,pending
68,chunk_0068.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",030a561c4348402f8bf7fcbf50adfad8db21f4d075106ff36271dfa388983a15,pending
69,chunk_0069.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",3709273bdac58e7c2acf840ebfdf0497893b8d0967699feb136a374a5cc47980,pending
70,chunk_0070.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",b7d4081c0b57cbda4d501f54d78fbb0f62ef04902b6336747cbbf5b116dd0dbf,pending
71,chunk_0071.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",cfd98ee0dc2759609d6d74ae151b5a3a147e957ec14250587806b4068b0e8152,pending
72,chunk_0072.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",40678f241c98946d4f99c780fc94666e072782a00f5417242bada814f4dc9c20,pending
73,chunk_0073.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",b3f367284647364a677b6e47e24f1970bd3def19999762229b040b0da45a8139,pending
74,chunk_0074.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",2e654d36adad68aff841b512cf2b150067d7552dae70d96e4a6b46d64688d1af,pending
75,chunk_0075.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",2ffc98fce5039d7ed393bede6ff29e66efbccc2d20f14914570e0d36f90b64b8,pending
76,chunk_0076.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",d5d032a5657706a3736437ce4c495534d3f8a371be85ae3f35f13f38df88e5b4,pending
77,chunk_0077.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",2e93dca905b28c763934833a336ff31b564b2573cfcdf9944739120a14dbb8aa,pending
78,chunk_0078.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",e3fc8538c7d3a51edfb581aaef70b92294fe1d67962c7915ed05c6f5262688b7,pending
79,chunk_0079.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",3d6cb41fd30ecce33fd241330156abac86348989cb22e7fcaf80339e38328a0f,pending
80,chunk_0080.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",0d167e003f5be91ed467e758adca350948680e2cb6f86ac1ffdb7d9259291fa2,pending
81,chunk_0081.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",0713ed07d8419b82c35ce91cdb9332747605cebe9159741e8272bf12784f6913,pending
82,chunk_0082.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",e4db1f2e657b518ea390b0a151ef67d56cb98a84cded7bb91f8d83d423f31407,pending
83,chunk_0083.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",4689455b129d7cd7c2a3b59c882162eb8e65dd7c5af476d5a85e2badb931fc43,pending
84,chunk_0084.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",1b39f132d22f4cb3a31a871526d9eddf373e358d7bfef50bb3495b9c1a48e7b6,pending
85,chunk_0085.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",00a726069abfb065553f51cd051991470b4c72800365062e3712ece6fc0fd295,pending
86,chunk_0086.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",d1fe232745a2061d5f3e29963432f0304022dd258294ab54569438d792cd6aef,pending
87,chunk_0087.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",bd27b9e3a50b2d05e56b8667144bbd6ef85c559b4b643110f20428c090d459f4,pending
88,chunk_0088.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",52e8826fe87ff7a0147e6e5a9048e3bd563facb667ef6fbe4ade354fc84f5766,pending
89,chunk_0089.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",354b5f6c4a7528dfc4e2f88b255a7b6c19b552ef50109f1ba54d338470aa9614,pending
90,chunk_0090.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",fab9d9056c0b090de539ead79ac84041888d831e101e7d4d9bd1100c5f05bc6f,pending
91,chunk_0091.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",e833be29c94111e107585acf97e5a1dbb07458e1e21b5d6daaa5f7510129fb2f,pending
92,chunk_0092.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",c7b40c423a75f874da5527162ca39f33a52d865d837c5f7507b03dfb3265fa71,pending
93,chunk_0093.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",7084e111e0a661d315b8cbe5bf2d83d80bd2ad6c2c8160f4e1ba73789d9cf508,pending
94,chunk_0094.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",4ee6fe51f3258264316dbb89fa8eab3faeb120786226fcc0d3d383f515ad57dc,pending
95,chunk_0095.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",f3e8916e466c80ed59ff0fa06b6291ef7418f08a1583c57204f927ecb24464ea,pending
96,chunk_0096.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",9690de0ca67515d6926bc4a860f23b583ddd92093393c9053a11d08f529802f9,pending
97,chunk_0097.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",bbe61468ddea40f4f859b382384b4bbdadacdf8ffa31ff3e0465cb8eeff04544,pending
98,chunk_0098.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",007ee9fae272757dd859a30ceddd33690041a737b0e9d783020184e9e178babe,pending
99,chunk_0099.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",e27dfa19ca4d29f60c0978fa509a935a99873a170a586ebd3d794058cd80eb26,pending
100,chunk_0100.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",3733cbeb70c2ea81e68b33f9c76bae90df72e1d51cc5da6179ce49be0f93120a,pending
101,chunk_0101.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",6a2bb84954cc6c99cc7d5242074baa9c10fb0c638b6c8d2c49e92d4ab88398a0,pending
102,chunk_0102.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",305a6986d74956f19886aec7c864b99d88e0bf8eed1bd344fc4dba88a91e2909,pending
103,chunk_0103.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",90855235ed159975d2931b9ada4ae61cb502e3d46626f85655d09e86767096a5,pending
104,chunk_0104.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",95424689aef70d4d603df72e9eac6368b3f5205fea05f217dee8dac4ce00c28a,pending
105,chunk_0105.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",478ae41f1201c24e2f58aa86051d3ff3165a43a0204e2cd8b8a8d2251b5f11f4,pending
106,chunk_0106.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",4470fc5da792ec1748e134a67ef6acea02619f2660ddc216f391d781b217d5d0,pending
107,chunk_0107.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",a575a1fe907a3f7bbaa21c3210748c473d36b5d283d0006019a4f7910e023fd2,pending
108,chunk_0108.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",b4fc32d13dcec7456700df887111da82a4b080dfcea4a040b02e230a4c22f592,pending
109,chunk_0109.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",1810986e6075e396d8edf8efba1bf58f11c8cdbd604eedd6537374acef681274,pending
110,chunk_0110.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",360670b3395e0fe29d312dfc3d154b3893c9a41c232282a6ab123502e7b2405c,pending
111,chunk_0111.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",c47eda51eb55bbd33c8c6cd617702d1bbef2659ce0cd45ec2d4728e996075e4d,pending
112,chunk_0112.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",d757184d2a21040cc9ed043d50a00376e2e16aaf65cb2910dae812263e758616,pending
113,chunk_0113.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",ba1ed764b3259b3918fddb47771cb55b7c533de8d965708647d01bad606f9000,pending
114,chunk_0114.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",3e840a0862465c62f6fad0b306cd13b1edf75d5cb6dfbed78a6c8771a282416f,pending
115,chunk_0115.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",65541e96302697fd43f334374ec9ffd5ab8ca513cc1f2ad8cad974fa59d9c976,pending
116,chunk_0116.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",8a63ea7954369b3d8fbc7933bdb0466ac65fe0594f35c8823ef0c3dda939cbef,pending
117,chunk_0117.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",fe5f073168af84367910998a0da7ffd6bd9cb3d038cc8bda21e7ca98041f1c38,pending
118,chunk_0118.csv,50,"{""DIAL_EGY"": 12, ""DIAL_GLF"": 12, ""DIAL_LEV"": 13, ""MSA"": 13}",9dc53c4e2c0594210ad02c978afa8c0b4490e16f3b4db6ee9d7ddf2e439a39bf,pending
119,chunk_0119.csv,50,"{""DIAL_EGY"": 13, ""DIAL_GLF"": 13, ""DIAL_LEV"": 12, ""MSA"": 12}",5614908aa57d5498a3434a3c481a56f930c01ee503595009f7d65676cf505174,pending
