example_id,source_row_id,dialect,original_text,normalized_text,chunk_id,chunk_file_name,attempt_count,round_number,last_attempted_masked_text,latest_errors,dropped_at
mt_dial_glf_cf86eb50,55303,DIAL_GLF,هاردلك للبرشا . . . بصراحة المفروض مايلعب إبرا ببداية الشوط الثاني . . يوم دخل بويان بدت الخطورة تتوالى على مرمى الإنتر . . وماكسيول المفروض دخل اساسي . . لكن بالتوفيق للبايرن . . وبرشلونة تبقى عملاق اندية اوروبا بلا منازع انت صاحب فنون الكرة العالمية,هاردلك للبرشا بصراحه المفروض مايلعب ابرا ببدايه الشوط الثاني يوم دخل بويان بدت الخطوره تتوالي علي مرمي الانتر وماكسيول المفروض دخل اساسي لكن بالتوفيق للبايرن وبرشلونه تبقي عملاق انديه اوروبا بلا منازع انت صاحب فنون الكره العالميه,48,chunk_0048.csv,1,0,هاردلك ل[ORG_1] . . . بصراحة المفروض مايلعب [PERSON_1] ببداية الشوط الثاني . . يوم دخل [PERSON_2] بدت الخطورة تتوالى على مرمى [ORG_2] . . وماكسيول المفروض دخل اساسي . . لكن بالتوفيق لل[ORG_3] . . و[ORG_1] تبقى عملاق اندية [LOC_1] بلا منازع انت صاحب فنون الكرة العالمية,mt_dial_glf_cf86eb50: placeholder '[ORG_1]' is reused for different surface forms: 'لبرشا' and 'برشلونة',2026-06-16T11:18:58.000997+00:00
mt_dial_lev_da49f433,20010,DIAL_LEV,تحية حب واحترام الك واحلى واجمل وازكى واطيب واشهى فنجان قهوة رح اعزمك عليه ان شاء الله لنرتشف سويا النكهة البرازيلية المميزة ولا تنسى الجمعة 3 / 1 للسامبا والعملاق السيليساوي وتحية لمشجع المانشافت كمان الرائع هاي السنة بس بصراحة ما بنصحكو بمقابلة السامبا لانو رح تكون النتيجة مدوبلة هاي العام لانو السيليساو عاملين عرض السنة هادي هدفين علينا وهدفين عليهم هدية مجانية . وتحية كبيرة لكل مشجع سيليساوي برازيلي سامباوي وقولو معاي كأس العالم لمين . . .,تحيه حب واحترام الك واحلي واجمل وازكي واطيب واشهي فنجان قهوه رح اعزمك عليه ان شاء الله لنرتشف سويا النكهه البرازيليه المميزه ولا تنسي الجمعه 3 1 للسامبا والعملاق السيليساوي وتحيه لمشجع المانشافت كمان الرايع هاي السنه بس بصراحه ما بنصحكو بمقابله السامبا لانو رح تكون النتيجه مدوبله هاي العام لانو السيليساو عاملين عرض السنه هادي هدفين علينا وهدفين عليهم هديه مجانيه وتحيه كبيره لكل مشجع سيليساوي برازيلي سامباوي وقولو معاي كاس العالم لمين,48,chunk_0048.csv,1,0,تحية حب واحترام الك واحلى واجمل وازكى واطيب واشهى فنجان قهوة رح اعزمك عليه ان شاء الله لنرتشف سويا النكهة البرازيلية المميزة ولا تنسى [DATE_1] للسامبا والعملاق السيليساوي وتحية لمشجع [ORG_1] كمان الرائع هاي السنة بس بصراحة ما بنصحكو بمقابلة السامبا لانو رح تكون النتيجة مدوبلة هاي العام لانو السيليساو عاملين عرض السنة هادي [NUM_1] هدفين علينا وهدفين عليهم هدية مجانية . وتحية كبيرة لكل مشجع سيليساوي برازيلي سامباوي وقولو معاي كأس العالم لمين . . .,mt_dial_lev_da49f433: could not align masked_text back to original_text using the placeholder sequence and surrounding literal text,2026-06-16T11:18:58.000997+00:00
mt_dial_lev_ea3d4ff9,11845,DIAL_LEV,يعني لو انك ابو تريكة واللا محمد زيدان واللا جدو كان سالفتك دخلت مخنا وجمطناها الك . . بس مين انتا حتى تشوف حالك على فريق اردني عريق وله سمعته ووزنه على الساحة الرياضية الاردنية ؟,يعني لو انك ابو تريكه واللا محمد زيدان واللا جدو كان سالفتك دخلت مخنا وجمطناها الك بس مين انتا حتي تشوف حالك علي فريق اردني عريق وله سمعته ووزنه علي الساحه الرياضيه الاردنيه,48,chunk_0048.csv,1,0,يعني لو انك [PERSON_1] واللا [PERSON_2] واللا [PERSON_3] كان سالفتك دخلت مخنا وجمطناها الك . . بس مين انتا حتى تشوف حالك على فريق [LOC_1] عريق وله سمعته ووزنه على الساحة الرياضية [LOC_1] ؟,mt_dial_lev_ea3d4ff9: placeholder '[LOC_1]' is reused for different surface forms: 'اردني' and 'الاردنية',2026-06-16T11:18:58.000997+00:00
mt_dial_egy_0f97d443,30800,DIAL_EGY,ياسلام اما حتة حلم لو اتحقق يبقى اكبر كابوس هانعيشة واللى بيحلم فرط فى وزارتين الداخلية و الحربية آل موش لازم يمسكها ضابط ومين يابنى هايسمحلك بالكابوس ده و الرجالة اللى موجودين فى السلطة هيتحولوا لمعارضة و يطلعوا فى أريد حلاً واللى هايمسك هيسيب الحكم بسهولة لما نقولوا موش عايزينك والبرادعى بتاعك هايلم خرايط البلد و أوراقها و جيشها و داخليتها و يسلمها لأمريكا زى ماعمل فى العراق و الأمريكان يدخلوا يفتشوا أمك و أختك تفتيش ذاتى و يقولوا لك يا سلام هى دى الحرية ولا يقسموها مسلمين وأقباط و لا بحرى و قبلى و يمكن النوبة عايزة تنفصل نديها حكم ذاتى ماهى حرية و ياسلام لو بدو سينا يعملوا دويلة تعتمد فى اقتصادها على المخدرات و يبيعوها لليهود ونصحى من الكابوس نلاقى عم البرادعى صاحب اكبر مزارع تكساس و بيدى محاضرات فى جامعات امريكا ازاى نشر الحرية فى مصر القديمة سابقا اللى اصبحت مسلمين و اقباط و قبلى و بحرى و نوبه و سيناوى و كله حريه فى الانفصال اما فى الوحده انت موش حر ياه أما كابوس لا ياعم ابويا حسنى أجدع كفاية انه مصرى منوفى ابن منوفى ابن فلاح و يعمل فينا اللى هو عايزه و ربنا يشفيه يا,ياسلام اما حته حلم لو اتحقق يبقي اكبر كابوس هانعيشه واللي بيحلم فرط في وزارتين الداخليه و الحربيه ال موش لازم يمسكها ضابط ومين يابني هايسمحلك بالكابوس ده و الرجاله اللي موجودين في السلطه هيتحولوا لمعارضه و يطلعوا في اريد حلا واللي هايمسك هيسيب الحكم بسهوله لما نقولوا موش عايزينك والبرادعي بتاعك هايلم خرايط البلد و اوراقها و جيشها و داخليتها و يسلمها لامريكا زي ماعمل في العراق و الامريكان يدخلوا يفتشوا امك و اختك تفتيش ذاتي و يقولوا لك يا سلام هي دي الحريه ولا يقسموها مسلمين واقباط و لا بحري و قبلي و يمكن النوبه عايزه تنفصل نديها حكم ذاتي ماهي حريه و ياسلام لو بدو سينا يعملوا دويله تعتمد في اقتصادها علي المخدرات و يبيعوها لليهود ونصحي من الكابوس نلاقي عم البرادعي صاحب اكبر مزارع تكساس و بيدي محاضرات في جامعات امريكا ازاي نشر الحريه في مصر القديمه سابقا اللي اصبحت مسلمين و اقباط و قبلي و بحري و نوبه و سيناوي و كله حريه في الانفصال اما في الوحده انت موش حر ياه اما كابوس لا ياعم ابويا حسني اجدع كفايه انه مصري منوفي ابن منوفي ابن فلاح و يعمل فينا اللي هو عايزه و ربنا يشفيه يا,48,chunk_0048.csv,1,0,ياسلام اما حتة حلم لو اتحقق يبقى اكبر كابوس هانعيشة واللى بيحلم فرط فى وزارتين الداخلية و الحربية آل موش لازم يمسكها ضابط ومين يابنى هايسمحلك بالكابوس ده و الرجالة اللى موجودين فى السلطة هيتحولوا لمعارضة و يطلعوا فى أريد حلاً واللى هايمسك هيسيب الحكم بسهولة لما نقولوا موش عايزينك و[PERSON_1] بتاعك هايلم خرايط البلد و أوراقها و جيشها و داخليتها و يسلمها ل[LOC_1] زى ماعمل فى [LOC_2] و الأمريكان يدخلوا يفتشوا أمك و أختك تفتيش ذاتى و يقولوا لك يا سلام هى دى الحرية ولا يقسموها مسلمين وأقباط و لا بحرى و قبلى و يمكن [LOC_3] عايزة تنفصل نديها حكم ذاتى ماهى حرية و ياسلام لو بدو [LOC_4] يعملوا دويلة تعتمد فى اقتصادها على المخدرات و يبيعوها لليهود ونصحى من الكابوس نلاقى عم [PERSON_1] صاحب اكبر مزارع [LOC_5] و بيدى محاضرات فى جامعات [LOC_1] ازاى نشر الحرية فى [LOC_6] القديمة سابقا اللى اصبحت مسلمين و اقباط و قبلى و بحرى و نوبه و سيناوى و كله حريه فى الانفصال اما فى الوحده انت موش حر ياه أما كابوس لا ياعم ابويا [PERSON_2] أجدع كفاية انه مصري منوفى ابن منوفى ابن فلاح و يعمل فينا اللى هو عايزه و ربنا يشفيه يا,mt_dial_egy_0f97d443: could not align masked_text back to original_text using the placeholder sequence and surrounding literal text,2026-06-16T11:18:58.000997+00:00
mt_msa_f6c9383b,72639,MSA,الله يوفق كل من فكر وساهم وسيساهم في تطبيق وانجاح هذا النظام فعلا قيادة السياره في شوارع وطرق المملكه اصبح مخاطره من كثرة التهور وعدم الانضباط وعدم احترام,الله يوفق كل من فكر وساهم وسيساهم في تطبيق وانجاح هذا النظام فعلا قياده السياره في شوارع وطرق المملكه اصبح مخاطره من كثره التهور وعدم الانضباط وعدم احترام,48,chunk_0048.csv,1,0,الله يوفق كل من فكر وساهم وسيساهم في تطبيق وانجاح هذا النظام فعلا قيادة السياره في شوارع وطرق المملكة اصبح مخاطره من كثرة التهور وعدم الانضباط وعدم احترام,mt_msa_f6c9383b: masked_text changes the original text but contains no typed placeholders; either keep the text unchanged or use placeholders like [PERSON_1],2026-06-16T11:18:58.000997+00:00
mt_dial_lev_71e4d5e8,68332,DIAL_LEV,واخيرا هاردلك يافيصلي ولحق حالك وانتبه لفريقك قبل ما توقع الفاس بالراس وساعتها مارح ينفع الندم ففريق الفيصلي الحالي غير مؤهل للمنافسة عل اي,واخيرا هاردلك يافيصلي ولحق حالك وانتبه لفريقك قبل ما توقع الفاس بالراس وساعتها مارح ينفع الندم ففريق الفيصلي الحالي غير موهل للمنافسه عل اي,49,chunk_0049.csv,1,0,واخيرا هاردلك يا[ORG_1] ولحق حالك وانتبه لفريقك قبل ما توقع الفاس بالراس وساعتها مارح ينفع الندم ففريق [ORG_1] الحالي غير مؤهل للمنافسة عل اي,mt_dial_lev_71e4d5e8: placeholder '[ORG_1]' is reused for different surface forms: 'فيصلي' and 'الفيصلي',2026-06-16T11:19:39.562634+00:00
mt_dial_egy_151aa0fe,4045,DIAL_EGY,الله يشفيك يارب انت بعلم بية الهم اشفى مساعد الشباب وخصتنا شباب واهالى الباجور المنوفية اللهم اشفى كل مريض ومحدش يشتم فى التعليق حرام عليكم دا راجل مصرى اصيل شريف تعالو الباجور المنوفية اسئلو,الله يشفيك يارب انت بعلم بيه الهم اشفي مساعد الشباب وخصتنا شباب واهالي الباجور المنوفيه اللهم اشفي كل مريض ومحدش يشتم في التعليق حرام عليكم دا راجل مصري اصيل شريف تعالو الباجور المنوفيه اسيلو,49,chunk_0049.csv,1,0,الله يشفيك يارب انت بعلم بية الهم اشفى مساعد الشباب وخصتنا شباب واهالى [LOC_1] [LOC_2] اللهم اشفى كل مريض ومحدش يشتم فى التعليق حرام عليكم دا راجل مصري اصيل شريف تعالو [LOC_1] [LOC_2] اسئلو,mt_dial_egy_151aa0fe: could not align masked_text back to original_text using the placeholder sequence and surrounding literal text,2026-06-16T11:19:39.562634+00:00
mt_msa_434184c0,77061,MSA,إساءات بعض الصحفيين السعوديين للرياضة السعودية أشد من إساءات محمد نجيب ومع ذلك نشاهد مقالاتهم كل يوم !,اساءات بعض الصحفيين السعوديين للرياضه السعوديه اشد من اساءات محمد نجيب ومع ذلك نشاهد مقالاتهم كل يوم,50,chunk_0050.csv,1,0,إساءات بعض الصحفيين [LOC_1] للرياضة [LOC_1] أشد من إساءات [PERSON_1] ومع ذلك نشاهد مقالاتهم كل يوم !,mt_msa_434184c0: placeholder '[LOC_1]' is reused for different surface forms: 'السعوديين' and 'السعودية',2026-06-16T11:20:15.235564+00:00
mt_msa_8c5d469a,20084,MSA,نحن العاملون بالاكاديمية المهنية للمعلمين بإكتوبر والمنتدبون من اكتوبر والجيزة على المركز الرئيسى للتدريب على الورق اعتبارا من يناير 2010 وحرمنا من صرف كادر المعلم فى حين زملائنا المنتدبون الى الادارات والمديريات التعليمية يصرفون الكادر وايضا بعض من زملائنا المنتدبون معنا يصرفون الكادر . . . لوسمحتم وصلوا صوتنا لسيادة الوزير وأما تعليقى فأنا مع سياسة الشدة والحزم مع العدل أعتقد أنها سياسة صعبة ولكنك ستقدر عليه بعون,نحن العاملون بالاكاديميه المهنيه للمعلمين باكتوبر والمنتدبون من اكتوبر والجيزه علي المركز الرييسي للتدريب علي الورق اعتبارا من يناير 2010 وحرمنا من صرف كادر المعلم في حين زملاينا المنتدبون الي الادارات والمديريات التعليميه يصرفون الكادر وايضا بعض من زملاينا المنتدبون معنا يصرفون الكادر لوسمحتم وصلوا صوتنا لسياده الوزير واما تعليقي فانا مع سياسه الشده والحزم مع العدل اعتقد انها سياسه صعبه ولكنك ستقدر عليه بعون,50,chunk_0050.csv,1,0,نحن العاملون ب[ORG_1] [ORG_2] ب[LOC_1] والمنتدبون من [LOC_1] و[LOC_2] على المركز الرئيسى للتدريب على الورق اعتبارا من [DATE_1] وحرمنا من صرف كادر المعلم فى حين زملائنا المنتدبون الى الادارات والمديريات التعليمية يصرفون الكادر وايضا بعض من زملائنا المنتدبون معنا يصرفون الكادر . . . لوسمحتم وصلوا صوتنا لسيادة الوزير وأما تعليقى فأنا مع سياسة الشدة والحزم مع العدل أعتقد أنها سياسة صعبة ولكنك ستقدر عليه بعون,"mt_msa_8c5d469a: masked_text can be aligned to original_text in more than one valid way, so automatic span reconstruction is ambiguous",2026-06-16T11:20:15.235564+00:00
mt_dial_egy_a8f54aea,2628,DIAL_EGY,"يا ساده . . من يمثل الشعب يجب أن يكون أنسان مثقف , واع , ليس جعانا ولا مشبوها",يا ساده من يمثل الشعب يجب ان يكون انسان مثقف واع ليس جعانا ولا مشبوها,50,chunk_0050.csv,1,0,يا ساده . . من يمثل الشعب يجب أن يكون أنسان مثقف ,mt_dial_egy_a8f54aea: masked_text changes the original text but contains no typed placeholders; either keep the text unchanged or use placeholders like [PERSON_1],2026-06-16T11:20:15.235564+00:00
mt_dial_glf_8478dda9,7690,DIAL_GLF,"مشكور دكتور ع المعلومات القيمه جدا "" . ,",مشكور دكتور ع المعلومات القيمه جدا,50,chunk_0050.csv,1,0,"مشكور دكتور ع المعلومات القيمه جدا """" . ",mt_dial_glf_8478dda9: masked_text changes the original text but contains no typed placeholders; either keep the text unchanged or use placeholders like [PERSON_1],2026-06-16T11:20:15.235564+00:00
mt_dial_egy_2c452f4e,61982,DIAL_EGY,اول مرة أقرأ موضوع جميع القراء متفقين على التعليق بالإضافة إلى روح الدعابة سواء من الكاتب او القراء وقبل ان انسى ا لم نرى اى متطفل من الملقبين بمصر ى أو مصراوى او إبن النيل أورامى او السكرى أو نص . . .,اول مره اقرا موضوع جميع القراء متفقين علي التعليق بالاضافه الي روح الدعابه سواء من الكاتب او القراء وقبل ان انسي ا لم نري اي متطفل من الملقبين بمصر ي او مصراوي او ابن النيل اورامي او السكري او نص,51,chunk_0051.csv,1,0,اول مرة أقرأ موضوع جميع القراء متفقين على التعليق بالإضافة إلى روح الدعابة سواء من الكاتب او القراء وقبل ان انسى ا لم نرى اى متطفل من الملقبين ب[LOC_1] ى أو [LOC_1] او إبن [LOC_1] أورامى او السكرى أو نص . . .,mt_dial_egy_2c452f4e: placeholder '[LOC_1]' is reused for different surface forms: 'مصر' and 'مصراوى' | mt_dial_egy_2c452f4e: placeholder '[LOC_1]' is reused for different surface forms: 'مصراوى' and 'النيل',2026-06-16T11:20:57.787523+00:00
mt_dial_lev_3135b76f,14168,DIAL_LEV,1 ) الرايح جاي وخذني جيتك : الزعيم فاز على الوحدات بخذني جيتك 7 مواسم ( 76 و 85 و 89 و 93 و 2003 و 2006 و 2007 بكأس الاتحاد الآسيوي والموسم الماضي في 12 يوم أخذ الزعيم شقيقه الوحدات وهو في أفضل مواسمه والزعيم في أسوأها وغيابات بالجملة رايح جاي مرتين 1 - 0 و 1 - 0 في حين فاز الوحدات فقط 4 مرات رايح,1 الرايح جاي وخذني جيتك الزعيم فاز علي الوحدات بخذني جيتك 7 مواسم 76 و 85 و 89 و 93 و 2003 و 2006 و 2007 بكاس الاتحاد الاسيوي والموسم الماضي في 12 يوم اخذ الزعيم شقيقه الوحدات وهو في افضل مواسمه والزعيم في اسواها وغيابات بالجمله رايح جاي مرتين 1 0 و 1 0 في حين فاز الوحدات فقط 4 مرات رايح,52,chunk_0052.csv,1,0,[NUM_1] ) الرايح جاي وخذني جيتك : الزعيم فاز على [ORG_1] بخذني جيتك [NUM_2] مواسم ( [NUM_3] و [NUM_4] و [NUM_5] و [NUM_6] و [NUM_7] و [NUM_8] و [NUM_9] بكأس [ORG_2] والموسم الماضي في [NUM_10] يوم أخذ الزعيم شقيقه [ORG_1] وهو في أفضل مواسمه والزعيم في أسوأها وغيابات بالجملة رايح جاي مرتين [NUM_11] - [NUM_12] و [NUM_11] - [NUM_12] في حين فاز [ORG_1] فقط [NUM_13] مرات رايح,mt_dial_lev_3135b76f: repeated surface form '1' for mask_type 'NUM' uses inconsistent placeholders '[NUM_1]' and '[NUM_11]',2026-06-16T11:21:36.490393+00:00
mt_dial_lev_dc09db69,33774,DIAL_LEV,اذا كانت الحياة جميلة فالمارد الاخضر اجمل مافيها الوحدات على الراس بينحط مهما صار معة بضل وحدات وخلي جمهور الفيصلي يفرحوا اشوي من خمس سنين مافرحوا حرام خليهم يفرحوا,اذا كانت الحياه جميله فالمارد الاخضر اجمل مافيها الوحدات علي الراس بينحط مهما صار معه بضل وحدات وخلي جمهور الفيصلي يفرحوا اشوي من خمس سنين مافرحوا حرام خليهم يفرحوا,52,chunk_0052.csv,1,0,اذا كانت الحياة جميلة فالمارد الاخضر اجمل مافيها [ORG_1] على الراس بينحط مهما صار معة بضل [ORG_1] وخلي جمهور [ORG_2] يفرحوا اشوي من [NUM_1] سنين مافرحوا حرام خليهم يفرحوا,mt_dial_lev_dc09db69: placeholder '[ORG_1]' is reused for different surface forms: 'الوحدات' and 'وحدات',2026-06-16T11:21:36.490393+00:00
mt_dial_lev_8e772318,10776,DIAL_LEV,عمو سمور عدنان حمد وقع زمان بس الكادر الي معو ما,عمو سمور عدنان حمد وقع زمان بس الكادر الي معو ما,52,chunk_0052.csv,1,0,عمو [PERSON_1] [PERSON_2] وقع زمان بس الكادر الي معو ما,"mt_dial_lev_8e772318: masked_text can be aligned to original_text in more than one valid way, so automatic span reconstruction is ambiguous",2026-06-16T11:21:36.490393+00:00
mt_msa_4824469e,73302,MSA,قال الله سبحانه : وَلاَ تَأْكُلُواْ أَمْوَالَكُم بَيْنَكُم بِالْبَاطِلِ وَتُدْلُواْ بِهَا إِلَى الْحُكَّامِ لِتَأْكُلُواْ فَرِيقًا مِّنْ أَمْوَالِ النَّاسِ بِالإِثْمِ وَأَنتُمْ تَعْلَمُونَ [ البقرة : 188,قال الله سبحانه ولا تاكلوا اموالكم بينكم بالباطل وتدلوا بها الي الحكام لتاكلوا فريقا من اموال الناس بالاثم وانتم تعلمون البقره 188,52,chunk_0052.csv,1,0,,mt_msa_4824469e: original_text does not start with the unmasked prefix 'قال الله سبحانه : وَلاَ تَأْكُلُواْ أَمْوَالَكُم بَيْنَكُم بِالْبَاطِلِ وَتُدْلُواْ بِهَا إِلَى الْحُكَّامِ لِتَأْكُلُواْ فَرِيقًا مِّنْ أَمْوَالِ النَّاسِ بِالإِثْمِ وَأَنتُمْ تَعْلَمُونَ [ البقرة : ' from masked_text,2026-06-16T11:21:36.490393+00:00
mt_dial_lev_e58e1687,40482,DIAL_LEV,صدق بندلي لما غنا في بداية الثمانيات . . . راحت ايام عبي فول هلا تنكة . . . ساق الله على ايام الكروزات هلا شفطا . . . راحت ايام المعاليق هلا فرمة . . . وهذا حالنا نحن الاردنين نازلين فينا رفع اسعار هو ويلنا من البنزين ولا الاكل . . . الملابس الفواتير . . . المعيشة الصعبة اصبحت حياتنا لاتطاق خاصة ذوي الدخل المحدود الرواتب العالية مش فارقة على . . . بس الله يكون في عونا وتسلم لنا الحكومة الرشيدة التي تهتم في المواطن الاردني الفقير وشكرا لموقع الغدالي بخلينا انفش غولنا ارجوا النشر .,صدق بندلي لما غنا في بدايه الثمانيات راحت ايام عبي فول هلا تنكه ساق الله علي ايام الكروزات هلا شفطا راحت ايام المعاليق هلا فرمه وهذا حالنا نحن الاردنين نازلين فينا رفع اسعار هو ويلنا من البنزين ولا الاكل الملابس الفواتير المعيشه الصعبه اصبحت حياتنا لاتطاق خاصه ذوي الدخل المحدود الرواتب العاليه مش فارقه علي بس الله يكون في عونا وتسلم لنا الحكومه الرشيده التي تهتم في المواطن الاردني الفقير وشكرا لموقع الغدالي بخلينا انفش غولنا ارجوا النشر,52,chunk_0052.csv,1,0,صدق [PERSON_1] لما غنا في بداية الثمانيات . . . راحت ايام عبي فول هلا تنكة . . . ساق الله على ايام الكروزات هلا شفطا . . . راحت ايام المعاليق هلا فرمة . . . وهذا حالنا نحن [LOC_1] نازلين فينا رفع اسعار هو ويلنا من البنزين ولا الاكل . . . الملابس الفواتير . . . المعيشة الصعبة اصبحت حياتنا لاتطاق خاصة ذوي الدخل المحدود الرواتب العالية مش فارقة على . . . بس الله يكون في عونا وتسلم لنا الحكومة الرشيدة التي تهتم في المواطن [LOC_1] الفقير وشكرا لموقع [ORG_1] بخلينا انفش غولنا ارجوا النشر .,mt_dial_lev_e58e1687: placeholder '[LOC_1]' is reused for different surface forms: 'الاردنين' and 'الاردني',2026-06-16T11:21:36.490393+00:00
mt_dial_egy_eba34c4e,17920,DIAL_EGY,يا جزايريين انتوا هاتمثلوا العرب في المونديال لكن المصريين ابطال افريقيا وابطال علي الجزايريين كمان واللي مش عاجبه يطلع برة افريقيا ودي ثالث مرة نكون ابطال وهانفضل علي طول انشاء,يا جزايريين انتوا هاتمثلوا العرب في المونديال لكن المصريين ابطال افريقيا وابطال علي الجزايريين كمان واللي مش عاجبه يطلع بره افريقيا ودي ثالث مره نكون ابطال وهانفضل علي طول انشاء,53,chunk_0053.csv,1,0,يا [LOC_1] انتوا هاتمثلوا العرب في المونديال لكن [LOC_2] ابطال [LOC_3] وابطال علي [LOC_1] كمان واللي مش عاجبه يطلع برة [LOC_3] ودي ثالث مرة نكون ابطال وهانفضل علي طول انشاء,mt_dial_egy_eba34c4e: placeholder '[LOC_1]' is reused for different surface forms: 'جزايريين' and 'الجزايريين',2026-06-16T11:22:09.857717+00:00
mt_dial_egy_ac7089f5,83743,DIAL_EGY,الاهلاويه اول مايشوفوا صورة حسام حسن يجيلهم صرع ويهجموا على الموقع ويشتموا ويقولوا اى كلام ولا هما فاهمين حاجه فى اى حاجه وواضح ان نهايتهم هاتبقى على ايد حسام انشاء الله والايام السوده هاترجع تانى وهاناخدهم رايح جاى وبدايه النهايه هاتكون يوم 16 ابريل انشاء الله وبعدها سوف تسدل الستاره الحمراء والجميع يترحم على ايام الاهلى وانشاء الله نبقى نشوفكم بعد اربع سنين لما حد يفصلكم قايمه ويعملكم قانون جديد يخلى القايمه 300 لاعب تحياتى للزمالكاويه وبس والسلام عليكم ورحمه الله وبركاته انشر ياناشر اظن رساله مافيهاش اى تعصب شكرا يا احلى,الاهلاويه اول مايشوفوا صوره حسام حسن يجيلهم صرع ويهجموا علي الموقع ويشتموا ويقولوا اي كلام ولا هما فاهمين حاجه في اي حاجه وواضح ان نهايتهم هاتبقي علي ايد حسام انشاء الله والايام السوده هاترجع تاني وهاناخدهم رايح جاي وبدايه النهايه هاتكون يوم 16 ابريل انشاء الله وبعدها سوف تسدل الستاره الحمراء والجميع يترحم علي ايام الاهلي وانشاء الله نبقي نشوفكم بعد اربع سنين لما حد يفصلكم قايمه ويعملكم قانون جديد يخلي القايمه 300 لاعب تحياتي للزمالكاويه وبس والسلام عليكم ورحمه الله وبركاته انشر ياناشر اظن رساله مافيهاش اي تعصب شكرا يا احلي,53,chunk_0053.csv,1,0,الاهلاويه اول مايشوفوا صورة [PERSON_1] يجيلهم صرع ويهجموا على الموقع ويشتموا ويقولوا اى كلام ولا هما فاهمين حاجه فى اى حاجه وواضح ان نهايتهم هاتبقى على ايد [PERSON_1] انشاء الله والايام السوده هاترجع تانى وهاناخدهم رايح جاى وبدايه النهايه هاتكون يوم [DATE_1] انشاء الله وبعدها سوف تسدل الستاره الحمراء والجميع يترحم على ايام [ORG_1] وانشاء الله نبقى نشوفكم بعد [NUM_1] سنين لما حد يفصلكم قايمه ويعملكم قانون جديد يخلى القايمه [NUM_2] لاعب تحياتى ل[ORG_2] وبس والسلام عليكم ورحمه الله وبركاته انشر ياناشر اظن رساله مافيهاش اى تعصب شكرا يا احلى,mt_dial_egy_ac7089f5: placeholder '[PERSON_1]' is reused for different surface forms: 'حسام حسن' and 'حسام',2026-06-16T11:22:09.857717+00:00
mt_msa_3dd9dc2b,79519,MSA,أما السياحة في الطائف فتحتاج إلى إعادة تأهيل ببناء بنى تحتية,اما السياحه في الطايف فتحتاج الي اعاده تاهيل ببناء بني تحتيه,53,chunk_0053.csv,1,0,,mt_msa_3dd9dc2b: could not align masked_text back to original_text using the placeholder sequence and surrounding literal text,2026-06-16T11:22:09.857717+00:00
mt_dial_egy_d7d4c59a,52319,DIAL_EGY,ان الزمالكوية يمنون انفسهم بان تكون هناك مباراة قديمة فاز بها الزمالك 6 / 0 والكلام دة غير,ان الزمالكويه يمنون انفسهم بان تكون هناك مباراه قديمه فاز بها الزمالك 6 0 والكلام ده غير,53,chunk_0053.csv,1,0,ان [ORG_1] يمنون انفسهم بان تكون هناك مباراة قديمة فاز بها [ORG_1] [NUM_1] / [NUM_2] والكلام دة غير,mt_dial_egy_d7d4c59a: placeholder '[ORG_1]' is reused for different surface forms: 'الزمالكوية' and 'الزمالك',2026-06-16T11:22:09.857717+00:00
