example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_msa_e365d328,train,69778,MSA,معلومة للجميع : السيد / وارن بافت هو الذي أعطى النصيحة الأقتصادية التالية,معلومه للجميع السيد وارن بافت هو الذي اعطي النصيحه الاقتصاديه التاليه,معلومة للجميع : السيد / [PERSON_1] هو الذي أعطى النصيحة الأقتصادية التالية,"[{""start"": 24, ""end"": 33, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""وارن بافت"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_dial_egy_bd66f5bf,train,41729,DIAL_EGY,أرجو ان تتحلى كاتبة المقال بالرد علينا بكتابة ديانتها والتى ا } كد انها ميسيحية وان القصة من وحى طراوة المساء - اتغطى يا استاذة مساءا وبلاش احلام,ارجو ان تتحلي كاتبه المقال بالرد علينا بكتابه ديانتها والتي ا كد انها ميسيحيه وان القصه من وحي طراوه المساء اتغطي يا استاذه مساءا وبلاش احلام,أرجو ان تتحلى كاتبة المقال بالرد علينا بكتابة ديانتها والتى ا } كد انها ميسيحية وان القصة من وحى طراوة المساء - اتغطى يا استاذة مساءا وبلاش احلام,[],0,approved,,
mt_dial_glf_7c5af203,train,21996,DIAL_GLF,ايه هذا اللي نبيه انك تدخل اي مباراة ماتقول اني انا الافظل,ايه هذا اللي نبيه انك تدخل اي مباراه ماتقول اني انا الافظل,ايه هذا اللي نبيه انك تدخل اي مباراة ماتقول اني انا الافظل,[],0,approved,,
mt_dial_lev_4052d984,train,56661,DIAL_LEV,ايش عم تستنوا لحتا ما ايعيدوا الي عملوه المره الماضيه بغزه يا اخوان والله حرام علينا بس ايش بدنا نعمل ازا هدا الكلام صح شوفوا حل لانه مش رايحين ايجيبوها غلى خير أو احكولنا عشان ازا صح هدا الحكي عشان انروح نتبرع بالدم من هلأ عشان المره الماضيه ما لحقوا يوخذو دم من الكل والله حرام عليهم كلنا عرب واخوان والله لو في اكثر من دم لأفدي غزه فيه حتى لو كانت,ايش عم تستنوا لحتا ما ايعيدوا الي عملوه المره الماضيه بغزه يا اخوان والله حرام علينا بس ايش بدنا نعمل ازا هدا الكلام صح شوفوا حل لانه مش رايحين ايجيبوها غلي خير او احكولنا عشان ازا صح هدا الحكي عشان انروح نتبرع بالدم من هلا عشان المره الماضيه ما لحقوا يوخذو دم من الكل والله حرام عليهم كلنا عرب واخوان والله لو في اكثر من دم لافدي غزه فيه حتي لو كانت,ايش عم تستنوا لحتا ما ايعيدوا الي عملوه المره الماضيه ب[LOC_1] يا اخوان والله حرام علينا بس ايش بدنا نعمل ازا هدا الكلام صح شوفوا حل لانه مش رايحين ايجيبوها غلى خير أو احكولنا عشان ازا صح هدا الحكي عشان انروح نتبرع بالدم من هلأ عشان المره الماضيه ما لحقوا يوخذو دم من الكل والله حرام عليهم كلنا عرب واخوان والله لو في اكثر من دم لأفدي [LOC_1] فيه حتى لو كانت,"[{""start"": 55, ""end"": 58, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""غزه"", ""mask_type"": ""LOC""}, {""start"": 331, ""end"": 334, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""غزه"", ""mask_type"": ""LOC""}]",2,approved,,
mt_msa_5b0a7d19,train,7627,MSA,الشيئ الرائع في الزعيم الاخضر انه يخسر البطولات من صنع ايديه و لا احد ينتزع منه البطولة,الشيي الرايع في الزعيم الاخضر انه يخسر البطولات من صنع ايديه و لا احد ينتزع منه البطوله,الشيئ الرائع في الزعيم الاخضر انه يخسر البطولات من صنع ايديه و لا احد ينتزع منه البطولة,[],0,approved,,
mt_dial_egy_a124b663,train,78199,DIAL_EGY,طيب ما حسام حسن لعب في الاهلي وقال انت عايز اذهب الي الزمالك حد كلمه حد عمله موال زي ما عملوم لحسام حسن ! ! ! مع الاسف لن يتغير الشعب المصري في تشجيع كره,طيب ما حسام حسن لعب في الاهلي وقال انت عايز اذهب الي الزمالك حد كلمه حد عمله موال زي ما عملوم لحسام حسن مع الاسف لن يتغير الشعب المصري في تشجيع كره,طيب ما [PERSON_1] لعب في [ORG_1] وقال انت عايز اذهب الي [ORG_2] حد كلمه حد عمله موال زي ما عملوم ل[PERSON_1] ! ! ! مع الاسف لن يتغير الشعب المصري في تشجيع كره,"[{""start"": 7, ""end"": 15, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حسام حسن"", ""mask_type"": ""PERSON""}, {""start"": 23, ""end"": 29, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الاهلي"", ""mask_type"": ""ORG""}, {""start"": 53, ""end"": 60, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الزمالك"", ""mask_type"": ""ORG""}, {""start"": 95, ""end"": 103, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حسام حسن"", ""mask_type"": ""PERSON""}]",4,approved,,
mt_dial_glf_f7bece0d,train,23742,DIAL_GLF,مسكينة يا إتش بي ضحكوا عليك واشتريت شركة خسرانة ما منها,مسكينه يا اتش بي ضحكوا عليك واشتريت شركه خسرانه ما منها,مسكينة يا [ORG_1] ضحكوا عليك واشتريت شركة خسرانة ما منها,"[{""start"": 10, ""end"": 16, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""إتش بي"", ""mask_type"": ""ORG""}]",1,approved,,
mt_dial_lev_63a7dfc0,train,20472,DIAL_LEV,يا جماعة انا عندي سكوتر شريتو من سنة تقريبا وأول ما شريتو كنت افلل ب دينارين وهلأ عمالني بفلل ب أربعة دنانير . . . يعني نسبة زيادة بنزين سكوتري هي الضعف بالزبط . . وأنا راتبي 220 دينار . . . طيب هل فعلا الراتب تبعي صار 440 دينار حتى انو نسبة زيادة الصرف تتناسب مع الدخل ! !,يا جماعه انا عندي سكوتر شريتو من سنه تقريبا واول ما شريتو كنت افلل ب دينارين وهلا عمالني بفلل ب اربعه دنانير يعني نسبه زياده بنزين سكوتري هي الضعف بالزبط وانا راتبي 220 دينار طيب هل فعلا الراتب تبعي صار 440 دينار حتي انو نسبه زياده الصرف تتناسب مع الدخل,يا جماعة انا عندي سكوتر شريتو من [DATE_1] تقريبا وأول ما شريتو كنت افلل ب [NUM_1] وهلأ عمالني بفلل ب [NUM_2] . . . يعني نسبة زيادة بنزين سكوتري هي الضعف بالزبط . . وأنا راتبي [NUM_3] دينار . . . طيب هل فعلا الراتب تبعي صار [NUM_4] دينار حتى انو نسبة زيادة الصرف تتناسب مع الدخل ! !,"[{""start"": 33, ""end"": 36, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""سنة"", ""mask_type"": ""DATE""}, {""start"": 69, ""end"": 76, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""دينارين"", ""mask_type"": ""NUM""}, {""start"": 96, ""end"": 108, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""أربعة دنانير"", ""mask_type"": ""NUM""}, {""start"": 175, ""end"": 178, ""placeholder"": ""[NUM_3]"", ""surface_form"": ""220"", ""mask_type"": ""NUM""}, {""start"": 219, ""end"": 222, ""placeholder"": ""[NUM_4]"", ""surface_form"": ""440"", ""mask_type"": ""NUM""}]",5,approved,,
mt_dial_egy_3be0de43,train,85106,DIAL_EGY,الطبيعى يكسب يا جماعه دى مفهاش هات وخد مش منطق خالص بس ممكن تغيير يعنى الواحد لما يزهق من الطبيعى يغير للصناعى لكن لا غنى عن الطبيعى,الطبيعي يكسب يا جماعه دي مفهاش هات وخد مش منطق خالص بس ممكن تغيير يعني الواحد لما يزهق من الطبيعي يغير للصناعي لكن لا غني عن الطبيعي,الطبيعى يكسب يا جماعه دى مفهاش هات وخد مش منطق خالص بس ممكن تغيير يعنى الواحد لما يزهق من الطبيعى يغير للصناعى لكن لا غنى عن الطبيعى,[],0,approved,,
mt_dial_glf_58f17fb4,train,55209,DIAL_GLF,وبعد طرده قلبوها على الهلال وفازوا 3 - 1 ! !,وبعد طرده قلبوها علي الهلال وفازوا 3 1,وبعد طرده قلبوها على [ORG_1] وفازوا [NUM_1] ! !,"[{""start"": 21, ""end"": 27, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}, {""start"": 35, ""end"": 40, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""3 - 1"", ""mask_type"": ""NUM""}]",2,approved,,
mt_dial_lev_907380ad,train,76310,DIAL_LEV,"نرجو من الغد نشر التعليق والله القهر ذبحني , يعني السنه الي مضت اخدنا الدوري بطلوع الروح وعنا احسن اللاعبين , كيف السنه هاي شو رح يصير فينا , اطلعو على نادي الوحدات مابفرط باي لاعب بسهوله",نرجو من الغد نشر التعليق والله القهر ذبحني يعني السنه الي مضت اخدنا الدوري بطلوع الروح وعنا احسن اللاعبين كيف السنه هاي شو رح يصير فينا اطلعو علي نادي الوحدات مابفرط باي لاعب بسهوله,"نرجو من [ORG_1] نشر التعليق والله القهر ذبحني , يعني السنه الي مضت اخدنا الدوري بطلوع الروح وعنا احسن اللاعبين , كيف السنه هاي شو رح يصير فينا , اطلعو على [ORG_2] مابفرط باي لاعب بسهوله","[{""start"": 8, ""end"": 12, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الغد"", ""mask_type"": ""ORG""}, {""start"": 152, ""end"": 164, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""نادي الوحدات"", ""mask_type"": ""ORG""}]",2,approved,,
mt_msa_c2612e16,train,79883,MSA,الى متى والناس افكارها ضلالية تحرم الفتيات من السعادة والأمومة بسبب ان هذا قبيلي وهذا خضيري !,الي متي والناس افكارها ضلاليه تحرم الفتيات من السعاده والامومه بسبب ان هذا قبيلي وهذا خضيري,الى متى والناس افكارها ضلالية تحرم الفتيات من السعادة والأمومة بسبب ان هذا قبيلي وهذا خضيري !,[],0,approved,,
mt_dial_egy_7d315805,train,39384,DIAL_EGY,اول مرة اسمع عنهم . بجد الحركة دي في مصر وبتحل المشاكل ولا بس كلام ؟ ؟,اول مره اسمع عنهم بجد الحركه دي في مصر وبتحل المشاكل ولا بس كلام,اول مرة اسمع عنهم . بجد الحركة دي في [LOC_1] وبتحل المشاكل ولا بس كلام ؟ ؟,"[{""start"": 37, ""end"": 40, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]",1,approved,,
mt_dial_glf_ec250753,train,74007,DIAL_GLF,وين وسائل السلامة يالدفاع المدني ؟,وين وسايل السلامه يالدفاع المدني,وين وسائل السلامة يا[ORG_1] ؟,"[{""start"": 20, ""end"": 32, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""لدفاع المدني"", ""mask_type"": ""ORG""}]",1,approved,,
mt_dial_lev_ee47b995,train,74692,DIAL_LEV,"كل يوم بنسمع هالاسطوانه اللي ملينا منها عن تعداد انجازات فريقكم , , , ومحاولاتكم اثبات انه الزعيم , , , طب يا اخي اذا معتقد انه فريقك زعيم , , , شو بهمك من اللي بقولوا , , , وكل يوم بتعيدوا وبتزيدوا في نفس الاسطوانه , , , ولا انتو في شك عندكم ؟ ؟ ؟ بعدين همسه في اذنك : من يريد ان يصبح زعيما , , فليكن زعيما في كل شيء , , , واولها تقدير لاعبيه واعطائهم حقوقهم بدون شكاوي , , , والباقي عندك",كل يوم بنسمع هالاسطوانه اللي ملينا منها عن تعداد انجازات فريقكم ومحاولاتكم اثبات انه الزعيم طب يا اخي اذا معتقد انه فريقك زعيم شو بهمك من اللي بقولوا وكل يوم بتعيدوا وبتزيدوا في نفس الاسطوانه ولا انتو في شك عندكم بعدين همسه في اذنك من يريد ان يصبح زعيما فليكن زعيما في كل شيء واولها تقدير لاعبيه واعطايهم حقوقهم بدون شكاوي والباقي عندك,"كل يوم بنسمع هالاسطوانه اللي ملينا منها عن تعداد انجازات فريقكم , , , ومحاولاتكم اثبات انه الزعيم , , , طب يا اخي اذا معتقد انه فريقك زعيم , , , شو بهمك من اللي بقولوا , , , وكل يوم بتعيدوا وبتزيدوا في نفس الاسطوانه , , , ولا انتو في شك عندكم ؟ ؟ ؟ بعدين همسه في اذنك : من يريد ان يصبح زعيما , , فليكن زعيما في كل شيء , , , واولها تقدير لاعبيه واعطائهم حقوقهم بدون شكاوي , , , والباقي عندك",[],0,approved,,
mt_msa_50df833f,train,47508,MSA,لا حول ولا قوة الا بالله هذا اخر,لا حول ولا قوه الا بالله هذا اخر,لا حول ولا قوة الا بالله هذا اخر,[],0,approved,,
mt_dial_egy_73a86a83,train,66302,DIAL_EGY,إنتو بتجيبو الناس دي منين ؟,انتو بتجيبو الناس دي منين,إنتو بتجيبو الناس دي منين ؟,[],0,approved,,
mt_dial_glf_9d34ce7d,train,48300,DIAL_GLF,وموظفين الدولة الرسميين مالهم نصيب . الا يوجد دراسة لهم بصرف بدل سكن ومكافأة نهاية الخدمة مثل موظفي المؤسسات والشركات . يعني المؤسسات والشركات ميزانياتها اقوى من ميزانية الدولة والا ايش السالفة . دائما موظف الدولة الرسمي مهضوم حقه لكن مانقول الا حسبنا الله ونعم الوكيل,وموظفين الدوله الرسميين مالهم نصيب الا يوجد دراسه لهم بصرف بدل سكن ومكافاه نهايه الخدمه مثل موظفي الموسسات والشركات يعني الموسسات والشركات ميزانياتها اقوي من ميزانيه الدوله والا ايش السالفه دايما موظف الدوله الرسمي مهضوم حقه لكن مانقول الا حسبنا الله ونعم الوكيل,وموظفين الدولة الرسميين مالهم نصيب . الا يوجد دراسة لهم بصرف بدل سكن ومكافأة نهاية الخدمة مثل موظفي المؤسسات والشركات . يعني المؤسسات والشركات ميزانياتها اقوى من ميزانية الدولة والا ايش السالفة . دائما موظف الدولة الرسمي مهضوم حقه لكن مانقول الا حسبنا الله ونعم الوكيل,[],0,approved,,
mt_dial_lev_8f4518e0,train,13228,DIAL_LEV,والان يا اتحادتنا الكريمة تفضلوا وحللوننا هاي المشكلة بعيدا عن النظريات المبنية فقط على مهاجمة الرجال ؟ ؟ اليس من الافضل ان توعوا المراة بدورها وان تعلموها حدودها وان لا تدلوها على طرق توغلها للحصول على صلاحيات الرجل ؟ ؟ ؟ للاسف ان العنصر النسائي هو الذي بحاجة الى توعية لكن منضماتنا واتحادتنا تعمل بسياسة,والان يا اتحادتنا الكريمه تفضلوا وحللوننا هاي المشكله بعيدا عن النظريات المبنيه فقط علي مهاجمه الرجال اليس من الافضل ان توعوا المراه بدورها وان تعلموها حدودها وان لا تدلوها علي طرق توغلها للحصول علي صلاحيات الرجل للاسف ان العنصر النسايي هو الذي بحاجه الي توعيه لكن منضماتنا واتحادتنا تعمل بسياسه,والان يا اتحادتنا الكريمة تفضلوا وحللوننا هاي المشكلة بعيدا عن النظريات المبنية فقط على مهاجمة الرجال ؟ ؟ اليس من الافضل ان توعوا المراة بدورها وان تعلموها حدودها وان لا تدلوها على طرق توغلها للحصول على صلاحيات الرجل ؟ ؟ ؟ للاسف ان العنصر النسائي هو الذي بحاجة الى توعية لكن منضماتنا واتحادتنا تعمل بسياسة,[],0,approved,,
mt_msa_c18ca739,train,66554,MSA,احلى خبر او شائعة - الله اعلم,احلي خبر او شايعه الله اعلم,احلى خبر او شائعة - الله اعلم,[],0,approved,,
mt_dial_egy_e8be49e5,train,12427,DIAL_EGY,هو ده أحسن سيناريو لليوم ده,هو ده احسن سيناريو لليوم ده,هو ده أحسن سيناريو لليوم ده,[],0,approved,,
mt_dial_glf_cd3f43ad,train,33941,DIAL_GLF,الليمون لو العرق أنهار ولكن اللي يحلق,الليمون لو العرق انهار ولكن اللي يحلق,الليمون لو العرق أنهار ولكن اللي يحلق,[],0,approved,,
mt_dial_lev_4e42b746,train,63888,DIAL_LEV,الله يوفئ كل الطلاب وانشالله ما يصير بالنتائج متل الفصل الاول عنا توجيهي بالبيت و ماكنا عارفين نبكي ويلا,الله يوفي كل الطلاب وانشالله ما يصير بالنتايج متل الفصل الاول عنا توجيهي بالبيت و ماكنا عارفين نبكي ويلا,الله يوفئ كل الطلاب وانشالله ما يصير بالنتائج متل الفصل الاول عنا توجيهي بالبيت و ماكنا عارفين نبكي ويلا,[],0,approved,,
mt_msa_f03076c3,train,27219,MSA,لماذا لا يتم الاستثمار في العضوية,لماذا لا يتم الاستثمار في العضويه,لماذا لا يتم الاستثمار في العضوية,[],0,approved,,
mt_dial_egy_936a2470,train,31356,DIAL_EGY,وبالمرة اطلب من السيد المحافظ منع جميع القهاوى من وضع كراسى خارج القهاوى واللى بتخرج خارج الشارع لربعه ده غير التحرش باللى ماشيين من فتيات وبنات وخاصة طالبات المدارس,وبالمره اطلب من السيد المحافظ منع جميع القهاوي من وضع كراسي خارج القهاوي واللي بتخرج خارج الشارع لربعه ده غير التحرش باللي ماشيين من فتيات وبنات وخاصه طالبات المدارس,وبالمرة اطلب من السيد المحافظ منع جميع القهاوى من وضع كراسى خارج القهاوى واللى بتخرج خارج الشارع لربعه ده غير التحرش باللى ماشيين من فتيات وبنات وخاصة طالبات المدارس,[],0,approved,,
mt_dial_glf_53a65b79,train,1844,DIAL_GLF,ماعليك منهم ياسامي الهلال بيفوز انشالله للمرة الثانية وبيتأهل للنهائي وبيفوز انشالله وانت مرتاح فوق تتفرج على الابداع وخلهم يحلمون قال ايش لجنة,ماعليك منهم ياسامي الهلال بيفوز انشالله للمره الثانيه وبيتاهل للنهايي وبيفوز انشالله وانت مرتاح فوق تتفرج علي الابداع وخلهم يحلمون قال ايش لجنه,ماعليك منهم يا[PERSON_1] [ORG_1] بيفوز انشالله للمرة الثانية وبيتأهل للنهائي وبيفوز انشالله وانت مرتاح فوق تتفرج على الابداع وخلهم يحلمون قال ايش لجنة,"[{""start"": 14, ""end"": 18, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سامي"", ""mask_type"": ""PERSON""}, {""start"": 19, ""end"": 25, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}]",2,approved,,
